id,indicator,type,description,severity,first_seen,confidence
346,4723822de50b314a6061ad4343d017e6,hash,Auto-generated indicator,medium,2020-12-22,0.53
347,39.199.80.145,ip,Auto-generated indicator,low,2021-04-14,0.85
348,83d001ae5cd52997ccc88bfae051cef6,hash,Auto-generated indicator,high,2022-08-17,0.44
349,564c493f6dc188005b93f5ddba8b1bda,hash,Auto-generated indicator,high,2023-11-19,0.82
350,daaefa0efe1689082f083e7a33fe79ec,hash,Auto-generated indicator,low,2021-05-27,0.72
351,197.185.76.38,ip,Auto-generated indicator,medium,2023-09-17,0.82
352,service1814.org,domain,Auto-generated indicator,high,2025-07-11,0.98
353,213.95.255.170,ip,Auto-generated indicator,low,2024-08-17,0.41
354,81.65.212.119,ip,Auto-generated indicator,medium,2023-04-28,0.93
355,5936bbc663702d8b1c6546057376d84e,hash,Auto-generated indicator,critical,2021-06-21,0.53
356,service6014.org,domain,Auto-generated indicator,low,2023-03-07,0.91
357,secure920.net,domain,Auto-generated indicator,low,2023-11-07,0.66
358,4ec139c4bc4e20cd0c5777e538dcbf7b,hash,Auto-generated indicator,low,2021-02-25,0.57
359,61.131.154.185,ip,Auto-generated indicator,medium,2021-04-05,0.42
360,87.54.13.211,ip,Auto-generated indicator,medium,2023-07-31,0.98
361,9a026cbcc64afdfdddd9ba950018e07a,hash,Auto-generated indicator,low,2022-08-17,0.64
362,37bfda971320d644d01927798dd4588c,hash,Auto-generated indicator,medium,2025-10-05,0.47
363,1c11534dec4405544b253dad52b098e9,hash,Auto-generated indicator,low,2024-03-16,0.75
364,7633a8788db701cd8232ad2e7e2b6cf5,hash,Auto-generated indicator,medium,2025-12-23,0.91
365,c392225a9b43c729acb6268b0a5b0e84,hash,Auto-generated indicator,high,2022-12-04,0.76
366,186.231.109.20,ip,Auto-generated indicator,low,2026-05-02,0.92
367,179.77.99.67,ip,Auto-generated indicator,low,2022-07-11,0.68
368,secure1430.net,domain,Auto-generated indicator,medium,2023-12-22,0.87
369,908ac4b6fe530ff370260598b5d8f2dd,hash,Auto-generated indicator,medium,2021-10-31,0.76
370,65.121.57.81,ip,Auto-generated indicator,medium,2026-05-13,0.5
371,benign8520.net,domain,Auto-generated indicator,low,2022-10-18,0.73
372,77b63c992b8c71b39eefce1b18466905,hash,Auto-generated indicator,medium,2023-01-28,0.91
373,malicious8761.net,domain,Auto-generated indicator,low,2024-07-18,0.98
374,153.39.31.81,ip,Auto-generated indicator,low,2025-11-23,0.55
375,85.16.87.106,ip,Auto-generated indicator,low,2022-02-04,0.97
376,ded8fa500e23903f7eb206d665fb8099,hash,Auto-generated indicator,low,2022-01-26,0.7
377,a9f093256e47e252fb158e7c6899ce52,hash,Auto-generated indicator,low,2024-02-15,0.74
378,c1b56b6287bf14a5fd2dcdff17b2355c,hash,Auto-generated indicator,medium,2025-03-07,0.63
379,80d923ecf1ece27e68bda23793633237,hash,Auto-generated indicator,medium,2024-03-27,0.5
380,5f1901e01b0cbfc981b0e7fc2470a139,hash,Auto-generated indicator,high,2024-11-07,0.98
381,35aca9fe6708d7d20f536d1716556815,hash,Auto-generated indicator,low,2025-04-04,0.79
382,accounts8948.org,domain,Auto-generated indicator,critical,2025-10-12,0.79
383,7faa63a2538ecf8121a89186adc72436,hash,Auto-generated indicator,high,2021-02-13,0.53
384,portal6834.info,domain,Auto-generated indicator,high,2022-08-20,0.79
385,eadd807b76996e49c6be81a4d427efd1,hash,Auto-generated indicator,medium,2022-09-18,0.7
386,suspicious2802.info,domain,Auto-generated indicator,high,2025-12-26,0.91
387,154.207.207.40,ip,Auto-generated indicator,low,2022-01-31,0.9
388,4083f2051c651caade51606c893a9ac4,hash,Auto-generated indicator,low,2023-07-23,0.68
389,suspicious8637.net,domain,Auto-generated indicator,low,2025-05-15,0.95
390,692e5fb84321d712acacfc28a8783079,hash,Auto-generated indicator,low,2021-08-18,0.47
391,120.86.175.139,ip,Auto-generated indicator,low,2022-08-13,0.41
392,6f94f1cf1e963f444465a782ec6acacb,hash,Auto-generated indicator,low,2026-01-14,0.8
393,123.214.221.126,ip,Auto-generated indicator,medium,2026-01-07,0.87
394,update4160.com,domain,Auto-generated indicator,low,2024-06-02,0.71
395,suspicious1058.org,domain,Auto-generated indicator,medium,2025-09-17,0.42
396,update8977.info,domain,Auto-generated indicator,low,2023-12-11,0.92
397,570dee19ee6bd9420f95512819bb56e0,hash,Auto-generated indicator,high,2021-03-28,0.4
398,77.31.85.221,ip,Auto-generated indicator,high,2024-10-16,0.77
399,secure1201.net,domain,Auto-generated indicator,low,2025-09-20,0.75
400,8c6aca9e39a77b76bf52d7795c1fabd2,hash,Auto-generated indicator,low,2023-11-06,0.86
401,70c284cbdbdb7e302503565e56fce264,hash,Auto-generated indicator,medium,2022-07-14,0.69
402,portal7438.info,domain,Auto-generated indicator,low,2025-12-26,0.74
403,secure2250.info,domain,Auto-generated indicator,high,2022-05-12,0.67
404,cb6e608a0bd4a0069e06e9ed00d0a9ed,hash,Auto-generated indicator,low,2024-07-05,0.87
405,764e9bb5ff11ffc7b74229c250bb9694,hash,Auto-generated indicator,low,2024-08-04,0.47
406,2.27.39.65,ip,Auto-generated indicator,low,2025-06-09,0.54
407,133.48.233.112,ip,Auto-generated indicator,low,2021-11-22,0.64
408,6144999d5cf513ec866326d1f47b5e06,hash,Auto-generated indicator,low,2024-04-07,0.53
409,service994.org,domain,Auto-generated indicator,high,2022-08-10,0.42
410,portal7837.com,domain,Auto-generated indicator,medium,2021-11-16,0.97
411,update2315.info,domain,Auto-generated indicator,low,2023-11-10,0.89
412,215.8.121.181,ip,Auto-generated indicator,medium,2025-02-11,0.92
413,234.240.155.225,ip,Auto-generated indicator,medium,2021-12-17,0.92
414,login4936.org,domain,Auto-generated indicator,low,2021-05-24,0.91
415,fccba5bf105caa95b153d61298141b60,hash,Auto-generated indicator,low,2022-06-10,0.59
416,220.5.47.99,ip,Auto-generated indicator,medium,2020-11-24,0.68
417,dafbdea4fdd9e6e2d426c99e59ccc3b4,hash,Auto-generated indicator,high,2022-08-13,0.79
418,portal5907.net,domain,Auto-generated indicator,medium,2022-03-08,0.48
419,145.174.68.16,ip,Auto-generated indicator,medium,2025-11-25,0.55
420,28.135.176.215,ip,Auto-generated indicator,medium,2024-03-01,0.96
421,c06c1c8fe0687ebc336cdd760cffcd7e,hash,Auto-generated indicator,low,2025-03-09,0.56
422,portal5061.com,domain,Auto-generated indicator,low,2022-03-17,0.76
423,benign2901.net,domain,Auto-generated indicator,medium,2025-08-27,0.62
424,b78bb91e87bdbbb4a444e19118012b71,hash,Auto-generated indicator,low,2023-08-29,0.41
425,eba3520586f494de618900ee114523f4,hash,Auto-generated indicator,medium,2025-11-28,0.53
426,60220c482112dcb5522bc31361023fd8,hash,Auto-generated indicator,low,2023-08-20,0.97
427,26.248.169.95,ip,Auto-generated indicator,medium,2021-02-23,0.69
428,malicious7641.info,domain,Auto-generated indicator,low,2023-11-30,0.85
429,35.18.113.43,ip,Auto-generated indicator,low,2023-10-23,0.65
430,c5468479f338d5f5717e192f21fa91b4,hash,Auto-generated indicator,low,2026-05-01,0.72
431,suspicious934.com,domain,Auto-generated indicator,low,2025-12-27,0.66
432,116.190.55.120,ip,Auto-generated indicator,low,2022-05-03,0.77
433,6.141.221.167,ip,Auto-generated indicator,medium,2024-07-21,0.54
434,benign6100.org,domain,Auto-generated indicator,high,2025-05-09,0.49
435,portal5151.net,domain,Auto-generated indicator,low,2025-12-08,0.48
436,155.18.171.79,ip,Auto-generated indicator,low,2022-08-31,0.47
437,malicious7006.net,domain,Auto-generated indicator,high,2021-09-07,0.72
438,169.31.33.203,ip,Auto-generated indicator,low,2022-07-19,0.73
439,db4a8f481382d94dd005a4827234d0d7,hash,Auto-generated indicator,low,2023-05-26,0.9
440,update7223.com,domain,Auto-generated indicator,medium,2024-12-24,0.42
441,accounts4654.com,domain,Auto-generated indicator,low,2025-05-30,0.98
442,suspicious10.net,domain,Auto-generated indicator,low,2022-04-20,0.87
443,benign7278.com,domain,Auto-generated indicator,low,2023-02-22,0.93
444,178.166.96.2,ip,Auto-generated indicator,low,2024-05-10,0.64
445,885ee0e771d67d78fb82a0817f336b8e,hash,Auto-generated indicator,medium,2021-08-24,0.78
446,login5026.net,domain,Auto-generated indicator,low,2020-12-10,0.87
447,09689ff3b4c9267de4e61097a7a2d520,hash,Auto-generated indicator,medium,2021-10-26,0.81
448,4c811aa505e2fb54c857885626384ae7,hash,Auto-generated indicator,medium,2024-07-17,0.63
449,98.251.88.41,ip,Auto-generated indicator,high,2023-12-04,0.7
450,service2732.com,domain,Auto-generated indicator,low,2024-11-08,0.64
451,244.172.0.148,ip,Auto-generated indicator,high,2025-07-12,0.48
452,82.25.219.6,ip,Auto-generated indicator,low,2025-11-10,0.58
453,226.28.237.245,ip,Auto-generated indicator,low,2021-02-02,0.71
454,d6973f739b8909a35893337286de8f79,hash,Auto-generated indicator,low,2024-03-06,0.66
455,benign5452.com,domain,Auto-generated indicator,low,2026-02-06,0.8
456,fa33023176edb18e3ca16caff7f9b150,hash,Auto-generated indicator,high,2022-07-16,0.91
457,139.173.91.162,ip,Auto-generated indicator,critical,2025-03-22,0.5
458,115.247.120.7,ip,Auto-generated indicator,high,2025-07-10,0.59
459,52.244.163.174,ip,Auto-generated indicator,medium,2023-08-11,0.61
460,100.228.184.108,ip,Auto-generated indicator,low,2025-07-16,0.6
461,181.37.71.190,ip,Auto-generated indicator,low,2021-07-24,0.81
462,150.128.110.222,ip,Auto-generated indicator,low,2022-11-03,0.59
463,update8947.org,domain,Auto-generated indicator,low,2022-04-24,0.92
464,a81ebf0d9d611a0c7391d2477838e408,hash,Auto-generated indicator,low,2024-10-12,0.47
465,61.238.13.243,ip,Auto-generated indicator,low,2021-10-11,0.45
466,327a8fb8c1bdb0c290fc49c577c51974,hash,Auto-generated indicator,medium,2024-11-18,0.43
467,ad330236711a46774ffc07c9185af19c,hash,Auto-generated indicator,low,2021-12-08,0.57
468,394f01ca6b37a08539a4be51e13d3dfb,hash,Auto-generated indicator,low,2023-10-14,0.5
469,202.65.114.7,ip,Auto-generated indicator,low,2020-12-31,0.86
470,update1271.net,domain,Auto-generated indicator,medium,2025-05-23,0.72
471,5669ac2cb40ea1bf394e1f04aea663ba,hash,Auto-generated indicator,low,2026-01-09,0.49
472,32cc1d0d17439a561bf1c0e73d860e4f,hash,Auto-generated indicator,low,2023-06-29,0.85
473,4406d515fac173f88799f272327764fc,hash,Auto-generated indicator,medium,2020-12-19,0.83
474,127.182.35.46,ip,Auto-generated indicator,low,2021-12-08,0.82
475,update2068.info,domain,Auto-generated indicator,low,2022-10-19,0.67
476,secure7349.info,domain,Auto-generated indicator,low,2021-06-07,0.53
477,suspicious940.info,domain,Auto-generated indicator,low,2024-09-19,0.72
478,2f7991054d378dd1a85afb07f0d6f0f8,hash,Auto-generated indicator,high,2024-02-14,0.52
479,dc510b201415e29169a41d32c090c08c,hash,Auto-generated indicator,high,2023-10-14,0.94
480,update6299.info,domain,Auto-generated indicator,high,2024-05-11,0.4
481,secure2183.net,domain,Auto-generated indicator,high,2025-04-29,0.58
482,secure2489.com,domain,Auto-generated indicator,medium,2023-06-06,0.65
483,118.105.73.127,ip,Auto-generated indicator,medium,2022-11-18,0.73
484,67dd63ad632f3d6d1a211222e2e45188,hash,Auto-generated indicator,low,2024-05-28,0.57
485,login6048.com,domain,Auto-generated indicator,high,2023-12-01,0.79
486,216.159.77.157,ip,Auto-generated indicator,medium,2024-05-02,0.52
487,67.132.158.181,ip,Auto-generated indicator,low,2021-06-26,0.63
488,179.16.21.175,ip,Auto-generated indicator,high,2022-03-14,0.73
489,fe7439f70a5c2279803616a35e6c24d6,hash,Auto-generated indicator,high,2024-11-10,0.9
490,184.99.168.203,ip,Auto-generated indicator,medium,2024-11-22,0.92
491,46.178.129.132,ip,Auto-generated indicator,low,2023-12-04,0.9
492,8385dc42df5e5a96854f56681d0c8ec5,hash,Auto-generated indicator,high,2025-09-30,0.6
493,24.202.176.224,ip,Auto-generated indicator,low,2021-08-06,0.96
494,suspicious2437.net,domain,Auto-generated indicator,low,2023-09-06,0.71
495,login5853.net,domain,Auto-generated indicator,medium,2021-08-23,0.62
496,suspicious3955.info,domain,Auto-generated indicator,low,2025-09-24,0.5
497,47e322cf90db6eb9f953799195e6293e,hash,Auto-generated indicator,low,2022-01-14,0.82
498,44.78.235.36,ip,Auto-generated indicator,medium,2021-07-28,0.82
499,1a39e966bafb5ee19f58a2745a41cff4,hash,Auto-generated indicator,critical,2026-03-01,0.8
500,101.63.245.207,ip,Auto-generated indicator,medium,2021-09-14,0.54
501,benign5255.org,domain,Auto-generated indicator,medium,2023-08-08,0.97
502,224.163.124.83,ip,Auto-generated indicator,medium,2023-02-13,0.77
503,ca28a7ce1e25ea048746a47a6ee7de14,hash,Auto-generated indicator,low,2021-08-08,0.85
504,39.49.165.76,ip,Auto-generated indicator,low,2024-09-29,0.44
505,10.148.78.183,ip,Auto-generated indicator,medium,2021-01-27,0.52
506,206.126.64.221,ip,Auto-generated indicator,high,2025-06-17,0.55
507,login5412.net,domain,Auto-generated indicator,low,2025-09-20,0.52
508,181.151.10.99,ip,Auto-generated indicator,high,2022-08-09,0.86
509,suspicious9425.org,domain,Auto-generated indicator,low,2024-01-25,0.91
510,40.3.118.188,ip,Auto-generated indicator,high,2024-11-26,0.61
511,benign8294.org,domain,Auto-generated indicator,medium,2024-02-08,0.85
512,612424d9ae070ce7f4acd0040ab5fde8,hash,Auto-generated indicator,low,2023-12-26,0.78
513,145.167.119.39,ip,Auto-generated indicator,medium,2023-01-07,0.85
514,update1781.net,domain,Auto-generated indicator,high,2025-03-02,0.81
515,20b30d53943c93dee0a363336c0d7d8e,hash,Auto-generated indicator,medium,2023-09-20,0.6
516,ccb916cb2eda41ef4295d083c80c761b,hash,Auto-generated indicator,low,2022-02-08,0.82
517,106.83.160.48,ip,Auto-generated indicator,medium,2023-04-24,0.98
518,163.145.62.178,ip,Auto-generated indicator,medium,2021-09-23,0.82
519,44.213.81.216,ip,Auto-generated indicator,medium,2023-08-05,0.74
520,49.77.239.129,ip,Auto-generated indicator,medium,2025-01-09,0.48
521,152.175.87.146,ip,Auto-generated indicator,low,2024-12-21,0.97
522,142.14.124.213,ip,Auto-generated indicator,high,2025-07-19,0.68
523,update521.com,domain,Auto-generated indicator,high,2025-12-22,0.79
524,benign1112.net,domain,Auto-generated indicator,low,2022-06-04,0.45
525,125.218.228.118,ip,Auto-generated indicator,low,2021-12-26,0.84
526,8ae10c766a7817ee053f3575ac2038d3,hash,Auto-generated indicator,medium,2022-12-04,0.91
527,da02c679dbc2c4bf3dac3b949425a89e,hash,Auto-generated indicator,high,2022-01-14,0.55
528,78.198.182.132,ip,Auto-generated indicator,medium,2021-10-10,0.45
529,5e10e293f6c51da6b13a6534cbd4299a,hash,Auto-generated indicator,low,2023-11-24,0.82
530,237.15.151.245,ip,Auto-generated indicator,high,2026-04-02,0.87
531,111.4.177.244,ip,Auto-generated indicator,low,2021-03-06,0.96
532,222.210.138.168,ip,Auto-generated indicator,medium,2021-11-29,0.63
533,accounts6828.com,domain,Auto-generated indicator,low,2022-01-15,0.84
534,service4889.com,domain,Auto-generated indicator,high,2025-02-07,0.41
535,update9665.com,domain,Auto-generated indicator,medium,2023-03-15,0.83
536,71b1699a7c80ad33eb6a55c318d0aa41,hash,Auto-generated indicator,high,2025-07-24,0.45
537,secure8708.org,domain,Auto-generated indicator,low,2023-04-04,0.46
538,146.118.237.16,ip,Auto-generated indicator,medium,2021-12-06,0.61
539,9e1fa4758630a6061dd8046d7b4eea87,hash,Auto-generated indicator,high,2023-02-12,0.42
540,31ae6012510a3e27e6fca5f341e123a2,hash,Auto-generated indicator,low,2021-12-29,0.66
541,177.183.57.10,ip,Auto-generated indicator,low,2025-09-01,0.47
542,22.173.210.51,ip,Auto-generated indicator,high,2025-11-30,0.97
543,portal4330.info,domain,Auto-generated indicator,medium,2022-04-16,0.42
544,3a296a0467553616b29971804e45ef82,hash,Auto-generated indicator,low,2024-05-15,0.59
545,129.210.25.103,ip,Auto-generated indicator,critical,2026-02-11,0.78
546,a14c222dee47b834c0f03c3fb746bc3d,hash,Auto-generated indicator,medium,2021-10-26,0.56
547,accounts6908.com,domain,Auto-generated indicator,low,2026-05-08,0.67
548,152.150.229.244,ip,Auto-generated indicator,critical,2021-02-02,0.77
549,suspicious5706.org,domain,Auto-generated indicator,medium,2022-08-13,0.47
550,secure1593.org,domain,Auto-generated indicator,low,2023-08-06,0.62
551,ff27a202c2f3833ce394da32151e7fc7,hash,Auto-generated indicator,low,2022-11-11,0.77
552,9837bd879814ce02ad579774fa6b154f,hash,Auto-generated indicator,high,2022-04-08,0.44
553,152.179.141.214,ip,Auto-generated indicator,low,2023-10-17,0.87
554,87.226.229.221,ip,Auto-generated indicator,low,2022-12-22,0.87
555,suspicious5203.net,domain,Auto-generated indicator,low,2024-09-14,0.88
556,ce4e1b26a43921a5eeaf091d7e3a8cce,hash,Auto-generated indicator,high,2025-10-21,0.97
557,bccc9a4f0655edcf430710098f491d57,hash,Auto-generated indicator,low,2023-09-29,0.95
558,187.198.75.85,ip,Auto-generated indicator,medium,2022-02-22,0.46
559,206.241.2.242,ip,Auto-generated indicator,medium,2023-01-25,0.42
560,106.203.28.139,ip,Auto-generated indicator,medium,2021-06-26,0.98
561,74.168.243.146,ip,Auto-generated indicator,medium,2025-07-01,0.68
562,438a617f7b8fcdeb0d7b65d16e68e6ca,hash,Auto-generated indicator,medium,2023-12-04,0.98
563,accounts3557.com,domain,Auto-generated indicator,high,2021-09-17,0.46
564,254.201.36.220,ip,Auto-generated indicator,low,2025-07-10,0.94
565,d6d64fc4ed3ff4cbdf48018dba506a5d,hash,Auto-generated indicator,low,2022-11-11,0.77
566,service9404.org,domain,Auto-generated indicator,medium,2022-09-26,0.41
567,181.162.148.12,ip,Auto-generated indicator,low,2023-11-20,0.65
568,a0fe587b4f0f279853bb997121d8a1b6,hash,Auto-generated indicator,high,2021-10-17,0.73
569,101.26.227.71,ip,Auto-generated indicator,low,2023-03-12,0.44
570,134.12.12.68,ip,Auto-generated indicator,low,2021-10-25,0.83
571,31421ad054ae063ce14a32dff34af72b,hash,Auto-generated indicator,low,2025-10-20,0.63
572,malicious8906.info,domain,Auto-generated indicator,medium,2022-08-24,0.85
573,6e646497be38bf95b05638c702c32e78,hash,Auto-generated indicator,high,2025-02-27,0.42
574,suspicious5282.info,domain,Auto-generated indicator,medium,2021-07-12,0.84
575,205.119.18.65,ip,Auto-generated indicator,low,2023-07-04,0.83
576,163.199.145.195,ip,Auto-generated indicator,medium,2021-06-15,0.75
577,186.50.3.80,ip,Auto-generated indicator,medium,2021-03-27,0.6
578,accounts4700.net,domain,Auto-generated indicator,high,2023-03-19,0.5
579,90.52.47.247,ip,Auto-generated indicator,medium,2023-09-30,0.82
580,4c92d21bdcd68f9d4e06b9c1f32feffc,hash,Auto-generated indicator,low,2022-03-14,0.83
581,1f05e46f804e00ec0e00d76e1502c956,hash,Auto-generated indicator,low,2023-08-31,0.7
582,215.110.242.90,ip,Auto-generated indicator,low,2022-08-01,0.55
583,85.103.250.96,ip,Auto-generated indicator,medium,2025-10-17,0.59
584,accounts1182.info,domain,Auto-generated indicator,high,2026-03-30,0.92
585,64.240.123.198,ip,Auto-generated indicator,low,2021-11-15,0.96
586,login475.net,domain,Auto-generated indicator,medium,2023-09-21,0.94
587,ff8197c071a60585012b7c9c79c35ee9,hash,Auto-generated indicator,low,2025-10-24,0.41
588,164.222.46.238,ip,Auto-generated indicator,low,2023-03-28,0.98
589,a1160e82f3fa9e32004804e7a4dd3eed,hash,Auto-generated indicator,low,2021-02-23,0.5
590,8f0cd1e7dcda8664d57ff4c84b921cc1,hash,Auto-generated indicator,low,2023-08-30,0.58
591,benign351.org,domain,Auto-generated indicator,low,2023-02-25,0.59
